"group","indiv","event","time","type"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",79.534,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",84.1173999999999,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",88.6514,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",91.9848,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",97.9534999999999,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",101.5868,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",101.7822,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",103.4362,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",104.6582,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",105.7569,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",107.8755,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",109.5289,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",113.3936,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",114.1662,"Regular"
"4","982126051278475","ch1MPI2020-01-24_10-18-47_0000119.wav",114.6736,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",116.3809,"Regular"
"4","982126051278475","ch1MPI2020-01-24_10-18-47_0000119.wav",118.6949,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",118.9516,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",119.8509,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",123.021,"Regular"
"4","900200000279820","ch1MPI2020-01-24_10-18-47_0000119.wav",123.7723,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",124.735,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",126.2356,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",129.0557,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",129.185,"Regular"
"4","982000359237334","ch1MPI2020-01-24_10-18-47_0000119.wav",129.7077,"Regular"
"4","982126058484339","ch1MPI2020-01-24_10-18-47_0000119.wav",132.003,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",15.1489000000001,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",29.1924000000001,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",38.8804,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",44.0998,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",48.5345000000001,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",54.3145,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",56.9739000000001,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",57.2205000000001,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",60.6986000000001,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",62.1251999999999,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",64.9506,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",66.1772999999999,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",69.1558999999999,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",73.2846,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",73.4606000000001,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",73.648,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",77.4320000000001,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",81.4106999999999,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",81.4174,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",82.3007000000001,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",83.2166999999999,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",86.4273999999999,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",89.1006999999999,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",89.8627000000001,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",94.0574000000001,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",95.1720999999999,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",95.7361000000001,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",99.1888,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",102.0602,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",105.7822,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",107.0755,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",107.9969,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",110.0909,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",111.6689,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",115.8462,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",116.0269,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",119.5983,"Regular"
"15","900200000206710","ch1MPI2020-01-23_09-36-48_0000098.wav",119.6003,"Regular"
"15","982126058484259","ch1MPI2020-01-23_09-36-48_0000098.wav",124.833,"Regular"
"15","900200000206443","ch1MPI2020-01-23_09-36-48_0000098.wav",126.8323,"Regular"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",20.9262,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",22.9388999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",35.2109,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",40.1235,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",40.5942,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",43.0215999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",43.6681999999999,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",48.1648999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",49.9609,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",52.7062,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",59.3702,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",59.4262,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",59.8175999999999,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",60.2548999999999,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",60.2582000000002,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",61.2935999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",61.9796000000002,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",67.6348999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",68.8403,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",69.1649000000002,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",73.3648999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",75.0942999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",77.1056,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",78.8916,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",79.2902999999999,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",82.6968999999999,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",82.6982999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",85.5983000000002,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",87.1403,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",90.3202999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",90.3736,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",94.2295999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",95.1176,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",99.2222999999999,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",101.595,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",103.6743,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",105.2716,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",110.5863,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",115.453,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",116.139,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",132.1183,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",133.875,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",134.245,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",147.525,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",148.4704,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",154.8444,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",155.6884,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",158.493,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",165.2491,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",171.1071,"Artificial"
"GM31","982126057846184","ch1MPI_2020-01-30_15-06-38_0000193.wav",176.513607805,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",183.2877,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",187.5064,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",195.1318,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",196.4678,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",205.7958,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",231.5691,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",241.0025,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",244.3778,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",244.3792,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",251.3832,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",259.8665,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",260.2885,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",272.3612,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",277.1379,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",304.6292,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",327.7833,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",336.9379,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",358.4013,"Artificial"
"GM31","982126052945896","ch1MPI_2020-01-30_15-06-38_0000193.wav",373.7307,"Artificial"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",14.8301999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",15.6029,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",16.1822,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",17.1895999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",18.6449,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",20.4395999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",20.8516000000002,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",23.7702999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",24.9476,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",25.1689,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",25.6109000000002,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",26.4176,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",26.4243,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",29.4596,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",30.4936,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",31.9162999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",31.9209999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",33.3549999999999,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",33.8102999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",34.3303,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",36.9523,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",38.8783,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",39.265,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",40.8249999999999,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",41.475,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",41.6702999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",41.7297,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",43.4844,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",43.4844,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",45.1056999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",45.9063999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",46.9469999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",47.4977,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",48.6296999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",50.8011000000002,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",51.0750999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",51.5771,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",52.6824,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",54.0251,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",55.1623999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",56.1184,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",56.6291,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",57.4191,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",59.0403999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",59.6437999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",60.2723999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",61.8890999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",62.8484000000002,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",63.0030999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",63.9818,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",64.0384,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",65.1683999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",65.2518000000002,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",66.6258,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",69.0418,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",69.3584999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",70.8831,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",71.1591,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",72.2424999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",72.8851,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",73.1972,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",74.2471999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",74.6052,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",74.9592,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",75.0752,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",75.9532000000002,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",77.7978,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",78.1024999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",79.5812,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",79.9537999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",80.3891999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",81.3638999999999,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",82.6418999999999,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",82.8352,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",83.6165000000002,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",84.7559,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",84.8904999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",84.9405,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",86.8032000000002,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",88.4598999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",88.8331999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",89.0638999999999,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",89.3872000000002,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",89.6959,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",90.6511999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",90.9772,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",91.2411999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",92.9339,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",92.9885999999999,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",94.0586,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",95.5939000000002,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",95.6498999999999,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",99.5593,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",103.376,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",103.9113,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",104.266,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",104.7653,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",105.3993,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",105.576,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",106.056,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",109.1953,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",111.03,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",112.3913,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",113.084,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",114.8487,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",115.1907,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",115.1913,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",115.398,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",116.748,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",117.6954,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",118.4174,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",118.946,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",119.4174,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",119.56,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",120.2367,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",121.4854,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",121.9127,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",122.0227,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",122.1927,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",123.2647,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",124.912,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",125.0381,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",125.2934,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",125.5374,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",128.0594,"Regular"
"3","982126051278529","ch1MPI2020-01-18_10-28-46_0000038.wav",128.3121,"Regular"
"3","982126051278564","ch1MPI2020-01-18_10-28-46_0000038.wav",129.0647,"Regular"
"3","982126052945896","ch1MPI2020-01-18_10-28-46_0000038.wav",129.1121,"Regular"
"3","982126051278504","ch1MPI2020-01-18_10-28-46_0000038.wav",130.3461,"Regular"
"3","982000359237615","ch1MPI2020-01-18_10-28-46_0000038.wav",130.4881,"Regular"
