Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin.Path	File.Offset..s.	selec.file	event	detection	class_fixed	class	score	org.sound.files	check.res	duration	min.n.samples	sample.rate	channels	bits	sound.file.samples	Audio	year	year.audio	tipo.de.video	Experimento	Grupo	Individuo	date	old.selec
1391	Spectrogram 1	1	3428.279644000	3428.330644000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	162.522444	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	162.522444	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.686275602996378	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4815
1392	Spectrogram 1	1	3428.475644000	3428.526644000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	162.718444	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	162.718444	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.795559150415408	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.0510000000030004	4590	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4816
1393	Spectrogram 1	1	3428.614978000	3428.665978000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	162.857778	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	162.857778	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.812567523169055	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4817
1394	Spectrogram 1	1	3430.938978000	3430.989978000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	165.181778	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	165.181778	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.856042642786418	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4818
1395	Spectrogram 1	1	3431.112311000	3431.163311000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	165.355111	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	165.355111	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.677008167126956	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.0510000000030004	4590	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4819
1396	Spectrogram 1	1	3432.003656000	3432.054656000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	166.246456	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	166.246456	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.797783011147947	ch7MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4820
1397	Spectrogram 1	1	3432.780322000	3432.831322000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	167.023122	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	167.023122	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.768667634541415	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4821
1398	Spectrogram 1	1	3433.563656000	3433.614656000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	167.806456	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	167.806456	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.69289561594172	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4822
1399	Spectrogram 1	1	3433.822322000	3433.873322000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	168.065122	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	168.065122	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.732959032622411	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.0510000000030004	4590	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4823
1400	Spectrogram 1	1	3434.296989000	3434.347989000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	168.539789	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	168.539789	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.798848506445701	ch8MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4824
1401	Spectrogram 1	1	3434.696989000	3434.747989000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	168.939789	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	168.939789	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.817086254577498	ch8MPI2021-01-18_12-02-41_0000146.wav	OK	0.0509999999990214	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4825
1402	Spectrogram 1	1	3436.588333000	3436.639333000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	170.831133	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	170.831133	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.769811572280453	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4826
1403	Spectrogram 1	1	3439.122333000	3439.173333000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.365133	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.365133	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.857747207936164	ch3MPI2021-01-18_12-02-41_0000146.wav	OK	0.0509999999990214	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4827
1404	Spectrogram 1	1	3439.348333000	3439.399333000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.591133	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.591133	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.743347918546924	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.0510000000030004	4590	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4828
1405	Spectrogram 1	1	3439.445000000	3439.496000000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.687800	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.6878	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.74348932340768	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4829
1406	Spectrogram 1	1	3439.719678000	3439.770678000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.962478	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	173.962478	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.744496187629673	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4830
1407	Spectrogram 1	1	3441.057011000	3441.108011000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	175.299811	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	175.299811	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.839570649022127	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4831
1408	Spectrogram 1	1	3443.013011000	3443.064011000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	177.255811	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	177.255811	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.865418498569888	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4832
1409	Spectrogram 1	1	3444.750356000	3444.801356000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	178.993156	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	178.993156	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.846101959742058	ch3MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4833
1410	Spectrogram 1	1	3448.198367000	3448.249367000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	182.441167	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	182.441167	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.780010318925829	ch6MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4834
1411	Spectrogram 1	1	3451.302367000	3451.353367000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	185.545167	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	185.545167	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.843749357679575	ch4MPI2021-01-18_12-02-41_0000146.wav	OK	0.0509999999990214	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4835
1412	Spectrogram 1	1	3451.361033000	3451.412033000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	185.603833	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	185.603833	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.7802806953243	ch4MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4836
1413	Spectrogram 1	1	3452.065044000	3452.116044000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	186.307844	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	186.307844	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.804898541964307	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.0509999999990214	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4837
1414	Spectrogram 1	1	3452.931711000	3452.982711000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	187.174511	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	187.174511	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.802532732373541	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4838
1415	Spectrogram 1	1	3454.406378000	3454.457378000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	188.649178	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	188.649178	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.795679729691097	ch7MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4839
1416	Spectrogram 1	1	3460.509733000	3460.560733000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	194.752533	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	194.752533	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.866845121927749	ch7MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4840
1417	Spectrogram 1	1	3460.729733000	3460.780733000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	194.972533	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	194.972533	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.789384060039754	ch4MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4841
1418	Spectrogram 1	1	3461.089733000	3461.140733000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	195.332533	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	195.332533	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.639571617575333	ch6MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4842
1419	Spectrogram 1	1	3461.683733000	3461.734733000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	195.926533	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	195.926533	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.737518266573978	ch1MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4843
1420	Spectrogram 1	1	3463.099733000	3463.150733000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	197.342533	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	197.342533	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.811554989665318	ch3MPI2021-01-18_12-02-41_0000146.wav	OK	0.0510000000030004	4590	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4844
1421	Spectrogram 1	1	3463.306400000	3463.357400000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	197.549200	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	197.5492	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.75503390669551	ch4MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4845
1422	Spectrogram 1	1	3467.303078000	3467.354078000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	201.545878	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	201.545878	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.755743173409719	ch8MPI2021-01-18_12-02-41_0000146.wav	OK	0.0509999999990214	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4846
1423	Spectrogram 1	1	3468.229089000	3468.280089000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	202.471889	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	202.471889	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.807898829105571	ch4MPI2021-01-18_12-02-41_0000146.wav	OK	0.050999999998993	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4847
1424	Spectrogram 1	1	3472.378433000	3472.429433000	ch1MPI2021-01-18_12-02-41_0000146.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	206.621233	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-18_12-02-41_0000146.wav	206.621233	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-18_12-02-41_0000146.wav	automatic	call	call	0.631976081565106	ch2MPI2021-01-18_12-02-41_0000146.wav	OK	0.0509999999990214	4589	90	1	16	28704768	146	2021	2021-146	experimento	vuelo grupal/sin sonido	S9	900200000206430|982126957845238|982126058844330|982126058484318|982126052945921|982126051278540	2021-01-18	4848
