"video","n_indiv","dtw_dist","type"
"random_flight_3_bats_147",3,9402.79915223825,"simulated"
"random_flight_3_bats_148",3,9353.03805754831,"simulated"
"random_flight_3_bats_149",3,9202.74940316833,"simulated"
"random_flight_3_bats_150",3,2459.8753490879,"simulated"
"random_flight_3_bats_151",3,2279.41390159552,"simulated"
"random_flight_3_bats_152",3,2166.63223607169,"simulated"
"random_flight_3_bats_153",3,1960.07763528333,"simulated"
"random_flight_3_bats_154",3,3198.80840600944,"simulated"
"random_flight_3_bats_155",3,2453.33905087572,"simulated"
"random_flight_3_bats_156",3,2525.56186854651,"simulated"
"random_flight_3_bats_157",3,2676.43924072026,"simulated"
"random_flight_3_bats_158",3,9369.79761645709,"simulated"
"random_flight_3_bats_159",3,9420.18940719918,"simulated"
"random_flight_3_bats_160",3,9362.50118122637,"simulated"
"random_flight_3_bats_161",3,9215.05232446583,"simulated"
"random_flight_3_bats_162",3,2448.0993901682,"simulated"
"random_flight_3_bats_163",3,2296.61862024686,"simulated"
"random_flight_3_bats_164",3,2194.78572416018,"simulated"
"random_flight_3_bats_165",3,1940.7967872312,"simulated"
"random_flight_3_bats_166",3,3217.25286476969,"simulated"
"random_flight_3_bats_167",3,2474.49329339696,"simulated"
"random_flight_3_bats_168",3,2536.40912232607,"simulated"
"random_flight_3_bats_169",3,2697.79871115781,"simulated"
"random_flight_3_bats_170",3,8952.24239378122,"simulated"
"random_flight_3_bats_171",3,8737.49420342493,"simulated"
"random_flight_3_bats_172",3,8525.5360820143,"simulated"
"random_flight_3_bats_173",3,8374.85631416621,"simulated"
"random_flight_3_bats_174",3,8698.15794898244,"simulated"
"random_flight_3_bats_175",3,8666.04218573478,"simulated"
"random_flight_3_bats_176",3,8343.41501852484,"simulated"
"random_flight_3_bats_177",3,8709.5042803447,"simulated"
"random_flight_3_bats_178",3,8458.37745387407,"simulated"
"random_flight_3_bats_179",3,8864.90323633332,"simulated"
"random_flight_3_bats_180",3,9092.56130308889,"simulated"
"random_flight_3_bats_181",3,8884.32867151602,"simulated"
"random_flight_3_bats_182",3,8564.2901623898,"simulated"
"random_flight_3_bats_183",3,8434.11354174715,"simulated"
"random_flight_3_bats_184",3,8709.92963213131,"simulated"
"random_flight_3_bats_185",3,8769.17818312554,"simulated"
"random_flight_3_bats_186",3,8296.75596721519,"simulated"
"random_flight_3_bats_187",3,8775.33424026474,"simulated"
"random_flight_3_bats_188",3,8448.83183442018,"simulated"
"random_flight_3_bats_189",3,8970.0535859507,"simulated"
"random_flight_3_bats_190",3,8648.4963829805,"simulated"
"random_flight_3_bats_191",3,8559.32351123533,"simulated"
"random_flight_3_bats_192",3,8881.43062269119,"simulated"
"random_flight_3_bats_193",3,8837.1049754245,"simulated"
"random_flight_3_bats_194",3,8273.27856423997,"simulated"
"random_flight_3_bats_195",3,8731.75799129309,"simulated"
"random_flight_3_bats_196",3,8384.18237816131,"simulated"
"random_flight_3_bats_197",3,8766.95249636059,"simulated"
"random_flight_3_bats_198",3,8478.37180688803,"simulated"
"random_flight_3_bats_199",3,8318.82888459958,"simulated"
"random_flight_3_bats_200",3,8531.08168676528,"simulated"
"random_flight_3_bats_201",3,8554.83019829719,"simulated"
"random_flight_3_bats_202",3,8141.69315780877,"simulated"
"random_flight_3_bats_203",3,8579.72674678227,"simulated"
"random_flight_3_bats_204",3,8301.15887508607,"simulated"
"random_flight_3_bats_205",3,8718.65987564182,"simulated"
"random_flight_3_bats_206",3,3184.3201906486,"simulated"
"random_flight_3_bats_207",3,2771.8509831625,"simulated"
"random_flight_3_bats_208",3,2863.95287522222,"simulated"
"random_flight_3_bats_209",3,2988.16928647368,"simulated"
"random_flight_3_bats_210",3,3121.33124398937,"simulated"
"random_flight_3_bats_211",3,2557.44947818641,"simulated"
"random_flight_3_bats_212",3,2743.9250643641,"simulated"
"random_flight_3_bats_213",3,2884.3872414051,"simulated"
"random_flight_3_bats_214",3,3212.57401271467,"simulated"
"random_flight_3_bats_215",3,2425.37718276853,"simulated"
"random_flight_3_bats_216",3,2718.01083230183,"simulated"
"random_flight_3_bats_217",3,2710.96794853687,"simulated"
"random_flight_3_bats_218",3,2941.564421606,"simulated"
"random_flight_3_bats_219",3,2285.88767980067,"simulated"
"random_flight_3_bats_220",3,2531.0650822006,"simulated"
"random_flight_3_bats_221",3,2558.74053714767,"simulated"
"random_flight_3_bats_222",3,9259.78914997299,"simulated"
"random_flight_3_bats_223",3,9390.85082483421,"simulated"
"random_flight_3_bats_224",3,9322.50876206353,"simulated"
"random_flight_3_bats_225",3,9085.7422007888,"simulated"
"random_flight_3_bats_226",3,2501.66606768633,"simulated"
"random_flight_3_bats_227",3,2318.870124039,"simulated"
"random_flight_3_bats_228",3,2274.73336333133,"simulated"
"random_flight_3_bats_229",3,2041.514794002,"simulated"
"random_flight_3_bats_230",3,3337.87042428867,"simulated"
"random_flight_3_bats_231",3,2491.05957079747,"simulated"
"random_flight_3_bats_232",3,2647.637721211,"simulated"
"random_flight_3_bats_233",3,2737.36336773513,"simulated"
"random_flight_3_bats_234",3,9057.93454541299,"simulated"
"random_flight_3_bats_235",3,9184.88248032947,"simulated"
"random_flight_3_bats_236",3,9150.7771846706,"simulated"
"random_flight_3_bats_237",3,8907.5923966818,"simulated"
"random_flight_3_bats_238",3,2359.93669939767,"simulated"
"random_flight_3_bats_239",3,2132.175719731,"simulated"
"random_flight_3_bats_240",3,2103.07212938467,"simulated"
"random_flight_3_bats_241",3,1898.41438047333,"simulated"
"random_flight_3_bats_242",3,3132.55009621533,"simulated"
"random_flight_3_bats_243",3,2294.05352253313,"simulated"
"random_flight_3_bats_244",3,2457.84872537683,"simulated"
"random_flight_3_bats_245",3,2565.0021469768,"simulated"
"random_flight_3_bats_246",3,9044.97621790519,"simulated"
"random_flight_3_bats_247",3,9175.41362982767,"simulated"
"random_flight_3_bats_248",3,9133.38141507873,"simulated"
"random_flight_3_bats_249",3,8893.03637881467,"simulated"
"random_flight_3_bats_250",3,2321.301798846,"simulated"
"random_flight_3_bats_251",3,2122.52153379453,"simulated"
"random_flight_3_bats_252",3,2104.36672960033,"simulated"
"random_flight_3_bats_253",3,1852.2746728142,"simulated"
"random_flight_3_bats_254",3,3124.13547292233,"simulated"
"random_flight_3_bats_255",3,2288.34882142523,"simulated"
"random_flight_3_bats_256",3,2441.8371338107,"simulated"
"random_flight_3_bats_257",3,2559.502749981,"simulated"
"random_flight_3_bats_258",3,8343.66796898999,"simulated"
"random_flight_3_bats_259",3,8036.0236866822,"simulated"
"random_flight_3_bats_260",3,8019.28410229799,"simulated"
"random_flight_3_bats_261",3,7821.30469401999,"simulated"
"random_flight_3_bats_262",3,8228.28438299299,"simulated"
"random_flight_3_bats_263",3,8198.06541311866,"simulated"
"random_flight_3_bats_264",3,7870.84330078199,"simulated"
"random_flight_3_bats_265",3,8143.90513683745,"simulated"
"random_flight_3_bats_266",3,7984.3508493816,"simulated"
"random_flight_3_bats_267",3,8347.15262772433,"simulated"
"random_flight_3_bats_268",3,8564.03263164313,"simulated"
"random_flight_3_bats_269",3,8262.90390925041,"simulated"
"random_flight_3_bats_270",3,8138.0839065408,"simulated"
"random_flight_3_bats_271",3,7960.60771235914,"simulated"
"random_flight_3_bats_272",3,8320.10173429481,"simulated"
"random_flight_3_bats_273",3,8381.2471984438,"simulated"
"random_flight_3_bats_274",3,7904.23000056314,"simulated"
"random_flight_3_bats_275",3,8289.78088187824,"simulated"
"random_flight_3_bats_276",3,8054.85100399594,"simulated"
"random_flight_3_bats_277",3,8532.34873420144,"simulated"
"random_flight_3_bats_278",3,8237.94583581893,"simulated"
"random_flight_3_bats_279",3,8101.47340824666,"simulated"
"random_flight_3_bats_280",3,8507.25849545179,"simulated"
"random_flight_3_bats_281",3,8464.82964287079,"simulated"
"random_flight_3_bats_282",3,7896.40831193299,"simulated"
"random_flight_3_bats_283",3,8261.86041093473,"simulated"
"random_flight_3_bats_284",3,8005.8572690846,"simulated"
"random_flight_3_bats_285",3,8344.90335974593,"simulated"
"random_flight_3_bats_286",3,7974.92512629047,"simulated"
"random_flight_3_bats_287",3,7768.08274227514,"simulated"
"random_flight_3_bats_288",3,8064.0134999948,"simulated"
"random_flight_3_bats_289",3,8089.65880532548,"simulated"
"random_flight_3_bats_290",3,7671.9268151488,"simulated"
"random_flight_3_bats_291",3,8016.9330471076,"simulated"
"random_flight_3_bats_292",3,7829.93770109494,"simulated"
"random_flight_3_bats_293",3,8203.71465958947,"simulated"
"random_flight_3_bats_294",3,2909.77231579567,"simulated"
"random_flight_3_bats_295",3,2404.2757178547,"simulated"
"random_flight_3_bats_296",3,2587.950096259,"simulated"
"random_flight_3_bats_297",3,2668.44261744213,"simulated"
"random_flight_3_bats_298",3,2799.48386578767,"simulated"
"random_flight_3_bats_299",3,2142.57470274337,"simulated"
"random_flight_3_bats_300",3,2420.62282914777,"simulated"
"random_flight_3_bats_301",3,2517.36096920437,"simulated"
"random_flight_3_bats_302",3,2974.404638926,"simulated"
"random_flight_3_bats_303",3,2094.1804126678,"simulated"
"random_flight_3_bats_304",3,2478.38654671317,"simulated"
"random_flight_3_bats_305",3,2427.6196259638,"simulated"
"random_flight_3_bats_306",3,2705.291829945,"simulated"
"random_flight_3_bats_307",3,1956.5876918276,"simulated"
"random_flight_3_bats_308",3,2293.3375787396,"simulated"
"random_flight_3_bats_309",3,2277.28899670227,"simulated"
"random_flight_3_bats_310",3,9478.843980518,"simulated"
"random_flight_3_bats_311",3,9545.2046060302,"simulated"
"random_flight_3_bats_312",3,9394.37293797373,"simulated"
"random_flight_3_bats_313",3,9277.6239050978,"simulated"
"random_flight_3_bats_314",3,2449.05269237033,"simulated"
"random_flight_3_bats_315",3,2424.14080538267,"simulated"
"random_flight_3_bats_316",3,2341.88428110133,"simulated"
"random_flight_3_bats_317",3,2083.30428167333,"simulated"
"random_flight_3_bats_318",3,3366.91861321934,"simulated"
"random_flight_3_bats_319",3,2531.25329277613,"simulated"
"random_flight_3_bats_320",3,2657.19309935173,"simulated"
"random_flight_3_bats_321",3,2769.25194981247,"simulated"
"random_flight_3_bats_322",3,9282.44695289267,"simulated"
"random_flight_3_bats_323",3,9344.69383846013,"simulated"
"random_flight_3_bats_324",3,9228.09893751547,"simulated"
"random_flight_3_bats_325",3,9104.93167792546,"simulated"
"random_flight_3_bats_326",3,2312.78090101633,"simulated"
"random_flight_3_bats_327",3,2242.90397800933,"simulated"
"random_flight_3_bats_328",3,2175.68062408933,"simulated"
"random_flight_3_bats_329",3,1945.66144507933,"simulated"
"random_flight_3_bats_330",3,3167.05586208067,"simulated"
"random_flight_3_bats_331",3,2339.70482144647,"simulated"
"random_flight_3_bats_332",3,2472.86168045223,"simulated"
"random_flight_3_bats_333",3,2602.3483059888,"simulated"
"random_flight_3_bats_334",3,9313.68217199867,"simulated"
"random_flight_3_bats_335",3,9379.41853457213,"simulated"
"random_flight_3_bats_336",3,9254.8967145374,"simulated"
"random_flight_3_bats_337",3,9134.56920667213,"simulated"
"random_flight_3_bats_338",3,2318.33954707847,"simulated"
"random_flight_3_bats_339",3,2277.44333868667,"simulated"
"random_flight_3_bats_340",3,2221.1687709188,"simulated"
"random_flight_3_bats_341",3,1943.715284034,"simulated"
"random_flight_3_bats_342",3,3202.83478540147,"simulated"
"random_flight_3_bats_343",3,2378.19366695237,"simulated"
"random_flight_3_bats_344",3,2501.0436354999,"simulated"
"random_flight_3_bats_345",3,2641.0424556068,"simulated"
"random_flight_3_bats_346",3,8712.41120742787,"simulated"
"random_flight_3_bats_347",3,8524.78445351887,"simulated"
"random_flight_3_bats_348",3,8263.54978950967,"simulated"
"random_flight_3_bats_349",3,8223.45443789134,"simulated"
"random_flight_3_bats_350",3,8592.31436329067,"simulated"
"random_flight_3_bats_351",3,8536.73396331767,"simulated"
"random_flight_3_bats_352",3,8196.77055224033,"simulated"
"random_flight_3_bats_353",3,8480.9779213438,"simulated"
"random_flight_3_bats_354",3,8290.78529005001,"simulated"
"random_flight_3_bats_355",3,8675.92027232934,"simulated"
"random_flight_3_bats_356",3,8868.07482073199,"simulated"
"random_flight_3_bats_357",3,8686.96362673806,"simulated"
"random_flight_3_bats_358",3,8317.64854440346,"simulated"
"random_flight_3_bats_359",3,8298.05640688147,"simulated"
"random_flight_3_bats_360",3,8619.43066524346,"simulated"
"random_flight_3_bats_361",3,8655.21469929379,"simulated"
"random_flight_3_bats_362",3,8165.45620267246,"simulated"
"random_flight_3_bats_363",3,8562.15261703556,"simulated"
"random_flight_3_bats_364",3,8296.58439531533,"simulated"
"random_flight_3_bats_365",3,8796.41532945743,"simulated"
"random_flight_3_bats_366",3,8335.0208683958,"simulated"
"random_flight_3_bats_367",3,8356.4324974832,"simulated"
"random_flight_3_bats_368",3,8724.09782111466,"simulated"
"random_flight_3_bats_369",3,8656.30753843499,"simulated"
"random_flight_3_bats_370",3,8075.14490875653,"simulated"
"random_flight_3_bats_371",3,8451.74254080626,"simulated"
"random_flight_3_bats_372",3,8165.1010551182,"simulated"
"random_flight_3_bats_373",3,8526.48034971614,"simulated"
"random_flight_3_bats_374",3,8192.01768726613,"simulated"
"random_flight_3_bats_375",3,8143.05935991047,"simulated"
"random_flight_3_bats_376",3,8400.87035405647,"simulated"
"random_flight_3_bats_377",3,8401.15422928847,"simulated"
"random_flight_3_bats_378",3,7970.68094037113,"simulated"
"random_flight_3_bats_379",3,8326.83270537793,"simulated"
"random_flight_3_bats_380",3,8109.19901552733,"simulated"
"random_flight_3_bats_381",3,8505.30917795847,"simulated"
"random_flight_3_bats_382",3,2964.031361393,"simulated"
"random_flight_3_bats_383",3,2469.68029650003,"simulated"
"random_flight_3_bats_384",3,2622.7163310664,"simulated"
"random_flight_3_bats_385",3,2725.54205618613,"simulated"
"random_flight_3_bats_386",3,3011.62696804467,"simulated"
"random_flight_3_bats_387",3,2365.86333804837,"simulated"
"random_flight_3_bats_388",3,2613.27312061483,"simulated"
"random_flight_3_bats_389",3,2732.34446460803,"simulated"
"random_flight_3_bats_390",3,3148.42797760933,"simulated"
"random_flight_3_bats_391",3,2279.34928439913,"simulated"
"random_flight_3_bats_392",3,2632.91707460657,"simulated"
"random_flight_3_bats_393",3,2604.4833577938,"simulated"
"random_flight_3_bats_394",3,2853.95373852967,"simulated"
"random_flight_3_bats_395",3,2116.39513346027,"simulated"
"random_flight_3_bats_396",3,2422.50667653433,"simulated"
"random_flight_3_bats_397",3,2428.7912984336,"simulated"
"random_flight_3_bats_398",3,9770.29330221107,"simulated"
"random_flight_3_bats_399",3,9681.62356258453,"simulated"
"random_flight_3_bats_400",3,9167.94190144267,"simulated"
"random_flight_3_bats_401",3,9079.04785750667,"simulated"
"random_flight_3_bats_402",3,9510.551239292,"simulated"
"random_flight_3_bats_403",3,9341.94291752634,"simulated"
"random_flight_3_bats_404",3,9121.14169094367,"simulated"
"random_flight_3_bats_405",3,9581.97290441747,"simulated"
"random_flight_3_bats_406",3,9192.49864525267,"simulated"
"random_flight_3_bats_407",3,9644.26714028733,"simulated"
"random_flight_3_bats_408",3,9920.64865045394,"simulated"
"random_flight_3_bats_409",3,9838.49447074247,"simulated"
"random_flight_3_bats_410",3,9216.7323912752,"simulated"
"random_flight_3_bats_411",3,9148.34156143555,"simulated"
"random_flight_3_bats_412",3,9532.35927618354,"simulated"
"random_flight_3_bats_413",3,9455.1153884412,"simulated"
"random_flight_3_bats_414",3,9084.51907631454,"simulated"
"random_flight_3_bats_415",3,9657.83933504797,"simulated"
"random_flight_3_bats_416",3,9192.98948545673,"simulated"
"random_flight_3_bats_417",3,9759.45393235417,"simulated"
"random_flight_3_bats_418",3,9150.58906591467,"simulated"
"random_flight_3_bats_419",3,9123.2020026844,"simulated"
"random_flight_3_bats_420",3,9553.51078270186,"simulated"
"random_flight_3_bats_421",3,9372.69257822953,"simulated"
"random_flight_3_bats_422",3,8910.69213304574,"simulated"
"random_flight_3_bats_423",3,9463.9136094658,"simulated"
"random_flight_3_bats_424",3,8977.99049590673,"simulated"
"random_flight_3_bats_425",3,9406.00330326,"simulated"
"random_flight_3_bats_426",3,9106.54289906746,"simulated"
"random_flight_3_bats_427",3,9008.78587939414,"simulated"
"random_flight_3_bats_428",3,9329.24032992613,"simulated"
"random_flight_3_bats_429",3,9216.49628336547,"simulated"
"random_flight_3_bats_430",3,8905.1851789428,"simulated"
"random_flight_3_bats_431",3,9437.96078831993,"simulated"
"random_flight_3_bats_432",3,9021.04547059833,"simulated"
"random_flight_3_bats_433",3,9483.7891457848,"simulated"
"random_flight_3_bats_434",3,3646.08860283201,"simulated"
"random_flight_3_bats_435",3,3328.36138230937,"simulated"
"random_flight_3_bats_436",3,3282.11578900473,"simulated"
"random_flight_3_bats_437",3,3451.5750268798,"simulated"
"random_flight_3_bats_438",3,3644.88551716601,"simulated"
"random_flight_3_bats_439",3,3175.74573154004,"simulated"
"random_flight_3_bats_440",3,3223.8738862355,"simulated"
"random_flight_3_bats_441",3,3409.57874298404,"simulated"
"random_flight_3_bats_442",3,3844.32998311667,"simulated"
"random_flight_3_bats_443",3,3151.8751342768,"simulated"
"random_flight_3_bats_444",3,3306.16129661323,"simulated"
"random_flight_3_bats_445",3,3344.3610925558,"simulated"
"random_flight_3_bats_446",3,3436.82782224434,"simulated"
"random_flight_3_bats_447",3,2875.89306154527,"simulated"
"random_flight_3_bats_448",3,2982.72297674834,"simulated"
"random_flight_3_bats_449",3,3055.64111140294,"simulated"
"random_flight_3_bats_450",3,9556.77437234413,"simulated"
"random_flight_3_bats_451",3,9461.68640600353,"simulated"
"random_flight_3_bats_452",3,8984.42518068,"simulated"
"random_flight_3_bats_453",3,8850.56610072466,"simulated"
"random_flight_3_bats_454",3,9297.10265287133,"simulated"
"random_flight_3_bats_455",3,9157.05515152367,"simulated"
"random_flight_3_bats_456",3,8874.03401039633,"simulated"
"random_flight_3_bats_457",3,9343.17950367913,"simulated"
"random_flight_3_bats_458",3,8960.9222969445,"simulated"
"random_flight_3_bats_459",3,9430.118567055,"simulated"
"random_flight_3_bats_460",3,9703.01598064227,"simulated"
"random_flight_3_bats_461",3,9614.44357421673,"simulated"
"random_flight_3_bats_462",3,9029.1019305678,"simulated"
"random_flight_3_bats_463",3,8915.74606470881,"simulated"
"random_flight_3_bats_464",3,9314.79694981814,"simulated"
"random_flight_3_bats_465",3,9266.1138824938,"simulated"
"random_flight_3_bats_466",3,8833.29765582247,"simulated"
"random_flight_3_bats_467",3,9414.9321943649,"simulated"
"random_flight_3_bats_468",3,8957.29939720383,"simulated"
"random_flight_3_bats_469",3,9541.1916191771,"simulated"
"random_flight_3_bats_470",3,8997.19537231907,"simulated"
"random_flight_3_bats_471",3,8924.84327306947,"simulated"
"random_flight_3_bats_472",3,9370.18522344826,"simulated"
"random_flight_3_bats_473",3,9217.92783939393,"simulated"
"random_flight_3_bats_474",3,8693.70747966547,"simulated"
"random_flight_3_bats_475",3,9255.24323589453,"simulated"
"random_flight_3_bats_476",3,8776.53717476563,"simulated"
