"selec","View","Channel","start","end","sound.files","Begin Path","File Offset (s)","score","class","event","audio","video","video_folder","org.sound.files","ovlp.sels","class_fixed","old.selec","selec.file","detection"
446,"Spectrogram 1",1,92.698211,92.7427882830001,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",92.698211,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-03-09_0000108.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
447,"Spectrogram 1",1,97.144789,97.203296684,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",97.144789,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-03-09_0000108.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
448,"Spectrogram 1",1,104.607311,104.664425644,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",104.607311,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-03-09_0000108.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
449,"Spectrogram 1",1,107.727722,107.782050563,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",107.727722,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-03-09_0000108.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
450,"Spectrogram 1",1,119.522589,119.575524523,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",119.522589,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-03-09_0000108.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
451,"Spectrogram 1",1,120.723389,120.770752363,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",120.723389,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-03-09_0000108.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
326,"Spectrogram 1",1,121.3466,121.3976,"ch1MPI2020-01-23_11-03-09_0000108.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-03-09_0000108.wav",121.3466,0.6270702,"call","MPI2020-01-23_11-03-09_0000108.wav",108,106,"T106_GM20_2021","ch3MPI2020-01-23_11-03-09_0000108.wav",NA,"call",7,"raven_selection_table_calls_for_videos_2021.txt","automatic"
473,"Spectrogram 1",1,1.462189,1.462189,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",1.462189,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-32-03_0000110.wav",NA,"clap",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
327,"Spectrogram 1",1,22.652122,22.7031219999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",22.652122,0.4890987,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",1,"call",129,"raven_selection_table_calls_for_videos_2021.txt","automatic"
328,"Spectrogram 1",1,27.058811,27.1098110000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",27.058811,0.4977911,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",2,"call",2,"raven_selection_table_calls_for_videos_2021.txt","automatic"
329,"Spectrogram 1",1,30.764167,30.8151669999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",30.764167,0.7085309,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",3,"call",131,"raven_selection_table_calls_for_videos_2021.txt","automatic"
330,"Spectrogram 1",1,35.218856,35.2698559999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",35.218856,0.7232882,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",4,"call",4,"raven_selection_table_calls_for_videos_2021.txt","automatic"
331,"Spectrogram 1",1,38.704878,38.7558779999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",38.704878,0.5105392,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",5,"call",87,"raven_selection_table_calls_for_videos_2021.txt","automatic"
332,"Spectrogram 1",1,43.150233,43.2012330000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",43.150233,0.5595439,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",6,"call",6,"raven_selection_table_calls_for_videos_2021.txt","automatic"
333,"Spectrogram 1",1,43.866244,43.9172440000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",43.866244,0.6288306,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",7,"call",90,"raven_selection_table_calls_for_videos_2021.txt","automatic"
334,"Spectrogram 1",1,44.446244,44.4972439999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",44.446244,0.7133011,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",8,"call",8,"raven_selection_table_calls_for_videos_2021.txt","automatic"
335,"Spectrogram 1",1,46.792922,46.8439220000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",46.792922,0.7390185,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",9,"call",9,"raven_selection_table_calls_for_videos_2021.txt","automatic"
336,"Spectrogram 1",1,50.118944,50.1699440000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",50.118944,0.6619237,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",10,"call",10,"raven_selection_table_calls_for_videos_2021.txt","automatic"
337,"Spectrogram 1",1,54.968956,55.0199559999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",54.968956,0.5752974,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",11,"call",140,"raven_selection_table_calls_for_videos_2021.txt","automatic"
338,"Spectrogram 1",1,61.150333,61.2013329999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",61.150333,0.690905,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",12,"call",96,"raven_selection_table_calls_for_videos_2021.txt","automatic"
339,"Spectrogram 1",1,63.367678,63.4186780000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",63.367678,0.8398315,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",13,"call",13,"raven_selection_table_calls_for_videos_2021.txt","automatic"
340,"Spectrogram 1",1,65.095689,65.1466889999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",65.095689,0.6669727,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",14,"call",143,"raven_selection_table_calls_for_videos_2021.txt","automatic"
341,"Spectrogram 1",1,66.305033,66.3560330000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",66.305033,0.7602705,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",15,"call",144,"raven_selection_table_calls_for_videos_2021.txt","automatic"
342,"Spectrogram 1",1,71.913056,71.9640560000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",71.913056,0.6532357,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",16,"call",17,"raven_selection_table_calls_for_videos_2021.txt","automatic"
343,"Spectrogram 1",1,74.205733,74.2567329999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",74.205733,0.7209966,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",17,"call",18,"raven_selection_table_calls_for_videos_2021.txt","automatic"
344,"Spectrogram 1",1,74.3524,74.4033999999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",74.3524,0.5266055,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",18,"call",147,"raven_selection_table_calls_for_videos_2021.txt","automatic"
345,"Spectrogram 1",1,79.630433,79.6814329999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",79.630433,0.6721125,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",19,"call",104,"raven_selection_table_calls_for_videos_2021.txt","automatic"
346,"Spectrogram 1",1,79.8691,79.9201000000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",79.8691,0.773071,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",20,"call",150,"raven_selection_table_calls_for_videos_2021.txt","automatic"
347,"Spectrogram 1",1,84.323789,84.3747889999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",84.323789,0.5867048,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",21,"call",22,"raven_selection_table_calls_for_videos_2021.txt","automatic"
348,"Spectrogram 1",1,85.257133,85.3081330000002,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",85.257133,0.6443724,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",22,"call",107,"raven_selection_table_calls_for_videos_2021.txt","automatic"
349,"Spectrogram 1",1,87.148467,87.1994669999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",87.148467,0.7020717,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",23,"call",24,"raven_selection_table_calls_for_videos_2021.txt","automatic"
350,"Spectrogram 1",1,87.687144,87.7381439999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",87.687144,0.5421813,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch2MPI2020-01-23_11-32-03_0000110.wav",24,"call",66,"raven_selection_table_calls_for_videos_2021.txt","automatic"
351,"Spectrogram 1",1,91.051833,91.1028329999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",91.051833,0.6857625,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",25,"call",110,"raven_selection_table_calls_for_videos_2021.txt","automatic"
352,"Spectrogram 1",1,95.462522,95.5135219999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",95.462522,0.6384052,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch2MPI2020-01-23_11-32-03_0000110.wav",26,"call",68,"raven_selection_table_calls_for_videos_2021.txt","automatic"
353,"Spectrogram 1",1,96.565189,96.6161889999999,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",96.565189,0.6782261,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",27,"call",112,"raven_selection_table_calls_for_videos_2021.txt","automatic"
354,"Spectrogram 1",1,101.3699,101.4209,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",101.3699,0.6914133,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",28,"call",158,"raven_selection_table_calls_for_videos_2021.txt","automatic"
355,"Spectrogram 1",1,101.9932,102.0442,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",101.9932,0.6104681,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",29,"call",159,"raven_selection_table_calls_for_videos_2021.txt","automatic"
356,"Spectrogram 1",1,104.8339,104.8849,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",104.8339,0.6288907,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",30,"call",30,"raven_selection_table_calls_for_videos_2021.txt","automatic"
357,"Spectrogram 1",1,108.5653,108.6163,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",108.5653,0.6828731,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",31,"call",160,"raven_selection_table_calls_for_videos_2021.txt","automatic"
358,"Spectrogram 1",1,108.6939,108.7449,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",108.6939,0.7530459,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",32,"call",32,"raven_selection_table_calls_for_videos_2021.txt","automatic"
452,"Spectrogram 1",1,109.133744,109.176928243,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",109.133744,NA,"call","",NA,NA,"","ch1MPI2020-01-23_11-32-03_0000110.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
359,"Spectrogram 1",1,111.1686,111.2196,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",111.1686,0.5919892,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",33,"call",162,"raven_selection_table_calls_for_videos_2021.txt","automatic"
360,"Spectrogram 1",1,113.7299,113.7809,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",113.7299,0.5670868,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",34,"call",117,"raven_selection_table_calls_for_videos_2021.txt","automatic"
361,"Spectrogram 1",1,115.8433,115.8943,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",115.8433,0.6389019,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",35,"call",118,"raven_selection_table_calls_for_videos_2021.txt","automatic"
362,"Spectrogram 1",1,115.918,115.969,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",115.918,0.6144761,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",36,"call",119,"raven_selection_table_calls_for_videos_2021.txt","automatic"
363,"Spectrogram 1",1,116.6006,116.6516,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",116.6006,0.7785318,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch2MPI2020-01-23_11-32-03_0000110.wav",37,"call",77,"raven_selection_table_calls_for_videos_2021.txt","automatic"
364,"Spectrogram 1",1,118.062,118.113,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",118.062,0.6815622,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch2MPI2020-01-23_11-32-03_0000110.wav",38,"call",78,"raven_selection_table_calls_for_videos_2021.txt","automatic"
365,"Spectrogram 1",1,121.4113,121.4623,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",121.4113,0.6608277,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",39,"call",123,"raven_selection_table_calls_for_videos_2021.txt","automatic"
366,"Spectrogram 1",1,122.126,122.177,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",122.126,0.7297916,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch1MPI2020-01-23_11-32-03_0000110.wav",40,"call",40,"raven_selection_table_calls_for_videos_2021.txt","automatic"
367,"Spectrogram 1",1,122.3113,122.3623,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",122.3113,0.7014834,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch3MPI2020-01-23_11-32-03_0000110.wav",41,"call",125,"raven_selection_table_calls_for_videos_2021.txt","automatic"
368,"Spectrogram 1",1,122.8293,122.8803,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",122.8293,0.7150457,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch2MPI2020-01-23_11-32-03_0000110.wav",42,"call",82,"raven_selection_table_calls_for_videos_2021.txt","automatic"
369,"Spectrogram 1",1,127.2807,127.3317,"ch1MPI2020-01-23_11-32-03_0000110.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-23_11-32-03_0000110.wav",127.2807,0.6388945,"call","MPI2020-01-23_11-32-03_0000110.wav",110,111,"T111_G6yOtro_2020","ch4MPI2020-01-23_11-32-03_0000110.wav",43,"call",171,"raven_selection_table_calls_for_videos_2021.txt","automatic"
474,"Spectrogram 1",1,1.520256,1.520256,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",1.520256,NA,"call","",NA,NA,"","ch1MPI2020-01-25_10-29-50_0000146.wav",NA,"clap",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
370,"Spectrogram 1",1,19.518133,19.5691329999999,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",19.518133,0.668763,"call","MPI2020-01-25_10-29-50_0000146.wav",146,148,"T148_GS9_2021","ch1MPI2020-01-25_10-29-50_0000146.wav",1,"call",1,"raven_selection_table_calls_for_videos_2021.txt","automatic"
371,"Spectrogram 1",1,22.609478,22.6604779999999,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",22.609478,0.7903308,"call","MPI2020-01-25_10-29-50_0000146.wav",146,148,"T148_GS9_2021","ch1MPI2020-01-25_10-29-50_0000146.wav",2,"call",2,"raven_selection_table_calls_for_videos_2021.txt","automatic"
372,"Spectrogram 1",1,32.569544,32.6205440000002,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",32.569544,0.6828416,"call","MPI2020-01-25_10-29-50_0000146.wav",146,148,"T148_GS9_2021","ch1MPI2020-01-25_10-29-50_0000146.wav",3,"call",3,"raven_selection_table_calls_for_videos_2021.txt","automatic"
373,"Spectrogram 1",1,34.062222,34.1132219999999,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",34.062222,0.7572865,"call","MPI2020-01-25_10-29-50_0000146.wav",146,148,"T148_GS9_2021","ch2MPI2020-01-25_10-29-50_0000146.wav",4,"call",37,"raven_selection_table_calls_for_videos_2021.txt","automatic"
374,"Spectrogram 1",1,42.467611,42.5186109999999,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",42.467611,0.8048231,"call","MPI2020-01-25_10-29-50_0000146.wav",146,148,"T148_GS9_2021","ch4MPI2020-01-25_10-29-50_0000146.wav",5,"call",102,"raven_selection_table_calls_for_videos_2021.txt","automatic"
375,"Spectrogram 1",1,45.295633,45.3466330000002,"ch1MPI2020-01-25_10-29-50_0000146.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_10-29-50_0000146.wav",45.295633,0.7079661,"call","MPI2020-01-25_10-29-50_0000146.wav",146,148,"T148_GS9_2021","ch4MPI2020-01-25_10-29-50_0000146.wav",6,"call",103,"raven_selection_table_calls_for_videos_2021.txt","automatic"
