Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	score	class	event	audio	video	video_folder	org.sound.files	ovlp.sels	class_fixed	old.selec
68	Spectrogram 1	1	210.809789333	210.860789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	70.857656	0.8451525	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	54	call	57
69	Spectrogram 1	1	211.085789333	211.136789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	71.133656	0.6266177	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	55	call	445
70	Spectrogram 1	1	212.169111333	212.220111333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	72.216978	0.727283	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	56	call	186
71	Spectrogram 1	1	212.811789333	212.862789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	72.859656	0.637899	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	57	call	317
72	Spectrogram 1	1	213.123789333	213.174789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	73.171656	0.7988118	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	58	call	188
73	Spectrogram 1	1	214.173789333	214.224789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.221656	0.6062457	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	59	call	449
74	Spectrogram 1	1	214.531789333	214.582789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.579656	0.6899602	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	60	call	190
75	Spectrogram 1	1	214.885789333	214.936789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	74.933656	0.774946	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	61	call	451
76	Spectrogram 1	1	215.001789333	215.052789333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	75.049656	0.6400272	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	62	call	452
77	Spectrogram 1	1	215.879800333	215.930800333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	75.927667	0.7764692	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	63	call	66
78	Spectrogram 1	1	217.724477333	217.775477333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	77.772344	0.7498911	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	64	call	324
79	Spectrogram 1	1	218.029144333	218.080144333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	78.077011	0.7789082	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	65	call	455
80	Spectrogram 1	1	219.507811333	219.558811333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	79.555678	0.8827112	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	66	call	69
81	Spectrogram 1	1	219.880489333	219.931489333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	79.928356	0.6407827	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	67	call	70
82	Spectrogram 1	1	220.315822333	220.366822333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	80.363689	0.8230948	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	68	call	458
83	Spectrogram 1	1	221.290489333	221.341489333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	81.338356	0.7409744	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	69	call	459
84	Spectrogram 1	1	222.568489333	222.619489333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	82.616356	0.652544	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	70	call	460
85	Spectrogram 1	1	222.761833333	222.812833333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	82.809700	0.6968903	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	71	call	74
86	Spectrogram 1	1	223.543166333	223.594166333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	83.591033	0.776414	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	72	call	75
87	Spectrogram 1	1	224.682500333	224.733500333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	84.730367	0.8230096	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	73	call	76
88	Spectrogram 1	1	224.817177333	224.868177333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	84.865044	0.7722011	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	74	call	77
89	Spectrogram 1	1	224.867177333	224.918177333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	84.915044	0.779149	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	75	call	78
90	Spectrogram 1	1	226.729855333	226.780855333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	86.777722	0.8953717	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	76	call	79
91	Spectrogram 1	1	228.386522333	228.437522333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	88.434389	0.7282565	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	77	call	207
92	Spectrogram 1	1	228.759855333	228.810855333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	88.807722	0.6933463	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	78	call	468
93	Spectrogram 1	1	228.990522333	229.041522333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	89.038389	0.8282667	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	79	call	82
94	Spectrogram 1	1	229.313866333	229.364866333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	89.361733	0.5619596	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	80	call	470
95	Spectrogram 1	1	229.622522333	229.673522333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	89.670389	0.7683792	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	81	call	471
96	Spectrogram 1	1	230.577866333	230.628866333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	90.625733	0.7827407	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	82	call	342
97	Spectrogram 1	1	230.903866333	230.954866333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	90.951733	0.7591848	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	83	call	473
98	Spectrogram 1	1	231.167866333	231.218866333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	91.215733	0.7774505	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	84	call	87
99	Spectrogram 1	1	232.860544333	232.911544333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	92.908411	0.7880888	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	85	call	88
100	Spectrogram 1	1	232.915211333	232.966211333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	92.963078	0.7602968	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	86	call	476
101	Spectrogram 1	1	233.985211333	234.036211333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	94.033078	0.7544768	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	87	call	348
102	Spectrogram 1	1	235.520555333	235.571555333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	95.568422	0.7050296	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	88	call	91
103	Spectrogram 1	1	235.576555333	235.627555333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	95.624422	0.8170544	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	89	call	479
104	Spectrogram 1	1	239.485900333	239.536900333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	99.533767	0.7330565	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	90	call	93
105	Spectrogram 1	1	243.302633333	243.353633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	103.350500	0.7415572	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	91	call	352
106	Spectrogram 1	1	243.837933333	243.888933333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	103.885800	0.577629	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	92	call	353
107	Spectrogram 1	1	244.192633333	244.243633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	104.240500	0.7544676	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	93	call	96
108	Spectrogram 1	1	244.691933333	244.742933333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	104.739800	0.5206886	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	94	call	485
109	Spectrogram 1	1	245.325933333	245.376933333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	105.373800	0.6821682	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	95	call	486
110	Spectrogram 1	1	245.502633333	245.553633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	105.550500	0.6496049	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	96	call	358
111	Spectrogram 1	1	245.982633333	246.033633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	106.030500	0.7365	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	97	call	101
112	Spectrogram 1	1	249.121933333	249.172933333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	109.169800	0.7494419	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	98	call	489
113	Spectrogram 1	1	250.956633333	251.007633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	111.004500	0.8039742	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	99	call	490
114	Spectrogram 1	1	252.317933333	252.368933333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	112.365800	0.5086898	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	100	call	105
115	Spectrogram 1	1	253.010633333	253.061633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	113.058500	0.7466434	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	101	call	363
116	Spectrogram 1	1	254.775333333	254.826333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	114.823200	0.730029	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	102	call	364
117	Spectrogram 1	1	255.117333333	255.168333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	115.165200	0.6816033	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch3MPI2020-01-18_10-28-46_0000038.wav	103	call	366
118	Spectrogram 1	1	255.324633333	255.375633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	115.372500	0.6781722	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	104	call	495
119	Spectrogram 1	1	256.674633333	256.725633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	116.722500	0.8251812	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	105	call	109
120	Spectrogram 1	1	257.622033333	257.673033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	117.669900	0.8544137	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	106	call	239
121	Spectrogram 1	1	258.344033333	258.395033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	118.391900	0.748946	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	107	call	111
122	Spectrogram 1	1	258.872633333	258.923633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	118.920500	0.8239544	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	108	call	499
123	Spectrogram 1	1	259.344033333	259.395033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	119.391900	0.7485022	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	109	call	113
124	Spectrogram 1	1	259.486633333	259.537633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	119.534500	0.6223268	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	110	call	114
125	Spectrogram 1	1	260.163333333	260.214333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	120.211200	0.7958375	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	111	call	115
126	Spectrogram 1	1	261.412033333	261.463033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	121.459900	0.8045312	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	112	call	116
127	Spectrogram 1	1	261.839333333	261.890333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	121.887200	0.8396024	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	113	call	117
128	Spectrogram 1	1	261.949333333	262.000333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	121.997200	0.8159111	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	114	call	505
129	Spectrogram 1	1	262.119333333	262.170333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	122.167200	0.8278892	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	115	call	119
130	Spectrogram 1	1	263.191333333	263.242333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	123.239200	0.7538196	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	116	call	120
140	Spectrogram 1	1	264.838633333	264.889633333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	124.886500	0.3084479	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	NA	call	508
131	Spectrogram 1	1	264.964733333	265.015733333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	125.012600	0.8882761	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	117	call	121
132	Spectrogram 1	1	265.220033333	265.271033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	125.267900	0.6195061	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch4MPI2020-01-18_10-28-46_0000038.wav	118	call	510
133	Spectrogram 1	1	265.464033333	265.515033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	125.511900	0.809164	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	119	call	123
134	Spectrogram 1	1	267.986033333	268.037033333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	128.033900	0.7599285	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	120	call	124
