"Video camara respaldo","Video camara 5","Video camara 3","Video camara 1","Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo aprox","Anotaciones","Archivo de audio canal 1","Archivo de audio canal 2","Archivo de audio canal 3","Archivo de audio canal 4","Nuevo video camara 1","Nuevo video camara 3","Nuevo video camara 5","Nuevo video camara respaldo"
NA,"UCR-MPI_exp38_cam5_2020-1-17","UCR-MPI_exp38_cam3_2020-1-17","UCR-MPI_exp38_cam1_2020-1-17",2020-01-17,1899-12-31 10:12:00,34,"38","experimento","40","982126051278540","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp38_ch1_2020-1-17.wav","UCR-MPI_exp38_ch2_2020-1-17.wav","UCR-MPI_exp38_ch3_2020-1-17.wav","UCR-MPI_exp38_ch4_2020-1-17.wav","0038-cam1_exp_2020-1-17_UCR-MPI","0038-cam3_exp_2020-1-17_UCR-MPI","0038-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp38_cam5_2020-1-17","UCR-MPI_exp38_cam3_2020-1-17","UCR-MPI_exp38_cam1_2020-1-17",2020-01-17,1899-12-31 10:12:00,34,"38","experimento","40","982126052945921","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp38_ch1_2020-1-17.wav","UCR-MPI_exp38_ch2_2020-1-17.wav","UCR-MPI_exp38_ch3_2020-1-17.wav","UCR-MPI_exp38_ch4_2020-1-17.wav","0038-cam1_exp_2020-1-17_UCR-MPI","0038-cam3_exp_2020-1-17_UCR-MPI","0038-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_cal29_cam5_2020-1-17","UCR-MPI_cal29_cam3_2020-1-17","UCR-MPI_cal29_cam1_2020-1-17",2020-01-17,NA,NA,"29","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0029-cam1_cal_2020-1-17_UCR-MPI","0029-cam3_cal_2020-1-17_UCR-MPI","0029-cam5_cal_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_cal41_cam5_2020-1-18","UCR-MPI_cal41_cam3_2020-1-18","UCR-MPI_cal41_cam1_2020-1-18",2020-01-18,1899-12-31 10:00:00,NA,"41","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0041-cam1_cal_2020-1-18_UCR-MPI","0041-cam3_cal_2020-1-18_UCR-MPI","0041-cam5_cal_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_cal57_cam5_2020-1-19","UCR-MPI_cal57_cam3_2020-1-19","UCR-MPI_cal57_cam1_2020-1-19",2020-01-19,NA,NA,"57","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0057-cam1_cal_2020-1-19_UCR-MPI","0057-cam3_cal_2020-1-19_UCR-MPI","0057-cam5_cal_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_cal65_cam5_2020-1-20","UCR-MPI_cal65_cam3_2020-1-20","UCR-MPI_cal65_cam1_2020-1-20",2020-01-20,1899-12-31 09:06:00,NA,"65","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0065-cam1_cal_2020-1-20_UCR-MPI","0065-cam3_cal_2020-1-20_UCR-MPI","0065-cam5_cal_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_cal8_cam5_2020-1-15","UCR-MPI_cal8_cam3_2020-1-15","UCR-MPI_cal8_cam1_2020-1-15",2020-01-15,NA,NA,"8","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0008-cam1_cal_2020-1-15_UCR-MPI","0008-cam3_cal_2020-1-15_UCR-MPI","0008-cam5_cal_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp16_cam5_2020-1-16","UCR-MPI_exp16_cam3_2020-1-16","UCR-MPI_exp16_cam1_2020-1-16",2020-01-16,NA,11,"16","experimento","3","982126051278504","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp16_ch1_2020-1-16.wav","UCR-MPI_exp16_ch2_2020-1-16.wav","UCR-MPI_exp16_ch3_2020-1-16.wav","UCR-MPI_exp16_ch4_2020-1-16.wav","0016-cam1_exp_2020-1-16_UCR-MPI","0016-cam3_exp_2020-1-16_UCR-MPI","0016-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp24_cam5_2020-1-16","UCR-MPI_exp24_cam3_2020-1-16","UCR-MPI_exp24_cam1_2020-1-16",2020-01-16,NA,19,"24","experimento","3","982000359237615","vuelo grupal/sin sonido","rosado",1899-12-31 03:00:00,"Video 24 camara 3: se movio la camara durante la grabacion, a partir de 1:10","UCR-MPI_exp24_ch1_2020-1-16.wav","UCR-MPI_exp24_ch2_2020-1-16.wav","UCR-MPI_exp24_ch3_2020-1-16.wav","UCR-MPI_exp24_ch4_2020-1-16.wav","0024-cam1_exp_2020-1-16_UCR-MPI","0024-cam3_exp_2020-1-16_UCR-MPI","0024-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_cal9_cam5_2020-1-15","UCR-MPI_cal9_cam3_2020-1-15","UCR-MPI_cal9_cam1_2020-1-15",2020-01-15,NA,NA,"9","calibracion de video",NA,NA,NA,"no aplica",NA,NA,NA,NA,NA,NA,"0009-cam1_cal_2020-1-15_UCR-MPI","0009-cam3_cal_2020-1-15_UCR-MPI","0009-cam5_cal_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp24_cam5_2020-1-16","UCR-MPI_exp24_cam3_2020-1-16","UCR-MPI_exp24_cam1_2020-1-16",2020-01-16,NA,19,"24","experimento","3","982126051278504","vuelo grupal/sin sonido","blanco",1899-12-31 03:00:00,NA,"UCR-MPI_exp24_ch1_2020-1-16.wav","UCR-MPI_exp24_ch2_2020-1-16.wav","UCR-MPI_exp24_ch3_2020-1-16.wav","UCR-MPI_exp24_ch4_2020-1-16.wav","0024-cam1_exp_2020-1-16_UCR-MPI","0024-cam3_exp_2020-1-16_UCR-MPI","0024-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp10_cam5_2020-1-15","UCR-MPI_exp10_cam3_2020-1-15","UCR-MPI_exp10_cam1_2020-1-15",2020-01-15,1899-12-31 03:42:00,6,"10","experimento","4","982126051278475","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp10_ch1_2020-1-15.wav","UCR-MPI_exp10_ch2_2020-1-15.wav","UCR-MPI_exp10_ch3_2020-1-15.wav","UCR-MPI_exp10_ch4_2020-1-15.wav","0010-cam1_exp_2020-1-15_UCR-MPI","0010-cam3_exp_2020-1-15_UCR-MPI","0010-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp10_cam5_2020-1-15","UCR-MPI_exp10_cam3_2020-1-15","UCR-MPI_exp10_cam1_2020-1-15",2020-01-15,1899-12-31 03:42:00,6,"10","experimento","4","982126058484339","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp10_ch1_2020-1-15.wav","UCR-MPI_exp10_ch2_2020-1-15.wav","UCR-MPI_exp10_ch3_2020-1-15.wav","UCR-MPI_exp10_ch4_2020-1-15.wav","0010-cam1_exp_2020-1-15_UCR-MPI","0010-cam3_exp_2020-1-15_UCR-MPI","0010-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp10_cam5_2020-1-15","UCR-MPI_exp10_cam3_2020-1-15","UCR-MPI_exp10_cam1_2020-1-15",2020-01-15,1899-12-31 03:42:00,6,"10","experimento","4","982000359237334","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp10_ch1_2020-1-15.wav","UCR-MPI_exp10_ch2_2020-1-15.wav","UCR-MPI_exp10_ch3_2020-1-15.wav","UCR-MPI_exp10_ch4_2020-1-15.wav","0010-cam1_exp_2020-1-15_UCR-MPI","0010-cam3_exp_2020-1-15_UCR-MPI","0010-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp10_cam5_2020-1-15","UCR-MPI_exp10_cam3_2020-1-15","UCR-MPI_exp10_cam1_2020-1-15",2020-01-15,1899-12-31 03:42:00,6,"10","experimento","4","900200000279820","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp10_ch1_2020-1-15.wav","UCR-MPI_exp10_ch2_2020-1-15.wav","UCR-MPI_exp10_ch3_2020-1-15.wav","UCR-MPI_exp10_ch4_2020-1-15.wav","0010-cam1_exp_2020-1-15_UCR-MPI","0010-cam3_exp_2020-1-15_UCR-MPI","0010-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp25_cam5_2020-1-16","UCR-MPI_exp25_cam3_2020-1-16","UCR-MPI_exp25_cam1_2020-1-16",2020-01-16,NA,20,"25","experimento","3","982126051278529","vuelo grupal/enmascarando busqueda","verde",1899-12-31 03:00:00,NA,"UCR-MPI_exp25_ch1_2020-1-16.wav","UCR-MPI_exp25_ch2_2020-1-16.wav","UCR-MPI_exp25_ch3_2020-1-16.wav","UCR-MPI_exp25_ch4_2020-1-16.wav","0025-cam1_exp_2020-1-16_UCR-MPI","0025-cam3_exp_2020-1-16_UCR-MPI","0025-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp25_cam5_2020-1-16","UCR-MPI_exp25_cam3_2020-1-16","UCR-MPI_exp25_cam1_2020-1-16",2020-01-16,NA,20,"25","experimento","3","982126051278504","vuelo grupal/enmascarando busqueda","blanco",1899-12-31 03:00:00,"no está volando","UCR-MPI_exp25_ch1_2020-1-16.wav","UCR-MPI_exp25_ch2_2020-1-16.wav","UCR-MPI_exp25_ch3_2020-1-16.wav","UCR-MPI_exp25_ch4_2020-1-16.wav","0025-cam1_exp_2020-1-16_UCR-MPI","0025-cam3_exp_2020-1-16_UCR-MPI","0025-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp17_cam5_2020-1-16","UCR-MPI_exp17_cam3_2020-1-16","UCR-MPI_exp17_cam1_2020-1-16",2020-01-16,NA,12,"17","experimento","3","982126051278529","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp17_ch1_2020-1-16.wav","UCR-MPI_exp17_ch2_2020-1-16.wav","UCR-MPI_exp17_ch3_2020-1-16.wav","UCR-MPI_exp17_ch4_2020-1-16.wav","0017-cam1_exp_2020-1-16_UCR-MPI","0017-cam3_exp_2020-1-16_UCR-MPI","0017-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp26_cam5_2020-1-16","UCR-MPI_exp26_cam3_2020-1-16","UCR-MPI_exp26_cam1_2020-1-16",2020-01-16,NA,22,"26","experimento","6","982126058484349","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp26_ch1_2020-1-16.wav","UCR-MPI_exp26_ch2_2020-1-16.wav","UCR-MPI_exp26_ch3_2020-1-16.wav","UCR-MPI_exp26_ch4_2020-1-16.wav","0026-cam1_exp_2020-1-16_UCR-MPI","0026-cam3_exp_2020-1-16_UCR-MPI","0026-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp26_cam5_2020-1-16","UCR-MPI_exp26_cam3_2020-1-16","UCR-MPI_exp26_cam1_2020-1-16",2020-01-16,NA,22,"26","experimento","6","982126051278521","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp26_ch1_2020-1-16.wav","UCR-MPI_exp26_ch2_2020-1-16.wav","UCR-MPI_exp26_ch3_2020-1-16.wav","UCR-MPI_exp26_ch4_2020-1-16.wav","0026-cam1_exp_2020-1-16_UCR-MPI","0026-cam3_exp_2020-1-16_UCR-MPI","0026-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp13_cam5_2020-1-16","UCR-MPI_exp13_cam3_2020-1-16","UCR-MPI_exp13_cam1_2020-1-16",2020-01-16,NA,8,"13","experimento","3","982000359237615","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp13_ch1_2020-1-16.wav","UCR-MPI_exp13_ch2_2020-1-16.wav","UCR-MPI_exp13_ch3_2020-1-16.wav","UCR-MPI_exp13_ch4_2020-1-16.wav","0013-cam1_exp_2020-1-16_UCR-MPI","0013-cam3_exp_2020-1-16_UCR-MPI","0013-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp26_cam5_2020-1-16","UCR-MPI_exp26_cam3_2020-1-16","UCR-MPI_exp26_cam1_2020-1-16",2020-01-16,NA,22,"26","experimento","6","982126058484263","vuelo grupal/enmascarando busqueda","naranja",1899-12-31 02:00:00,NA,"UCR-MPI_exp26_ch1_2020-1-16.wav","UCR-MPI_exp26_ch2_2020-1-16.wav","UCR-MPI_exp26_ch3_2020-1-16.wav","UCR-MPI_exp26_ch4_2020-1-16.wav","0026-cam1_exp_2020-1-16_UCR-MPI","0026-cam3_exp_2020-1-16_UCR-MPI","0026-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp27_cam5_2020-1-16","UCR-MPI_exp27_cam3_2020-1-16","UCR-MPI_exp27_cam1_2020-1-16",2020-01-16,NA,23,"27","experimento","6","982126051278521","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp27_ch1_2020-1-16.wav","UCR-MPI_exp27_ch2_2020-1-16.wav","UCR-MPI_exp27_ch3_2020-1-16.wav","UCR-MPI_exp27_ch4_2020-1-16.wav","0027-cam1_exp_2020-1-16_UCR-MPI","0027-cam3_exp_2020-1-16_UCR-MPI","0027-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp27_cam5_2020-1-16","UCR-MPI_exp27_cam3_2020-1-16","UCR-MPI_exp27_cam1_2020-1-16",2020-01-16,NA,23,"27","experimento","6","982126058484263","vuelo grupal/sin sonido","naranja",1899-12-31 02:00:00,NA,"UCR-MPI_exp27_ch1_2020-1-16.wav","UCR-MPI_exp27_ch2_2020-1-16.wav","UCR-MPI_exp27_ch3_2020-1-16.wav","UCR-MPI_exp27_ch4_2020-1-16.wav","0027-cam1_exp_2020-1-16_UCR-MPI","0027-cam3_exp_2020-1-16_UCR-MPI","0027-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp27_cam5_2020-1-16","UCR-MPI_exp27_cam3_2020-1-16","UCR-MPI_exp27_cam1_2020-1-16",2020-01-16,NA,23,"27","experimento","6","900200000279818","vuelo grupal/sin sonido","blanco",1899-12-31 02:00:00,NA,"UCR-MPI_exp27_ch1_2020-1-16.wav","UCR-MPI_exp27_ch2_2020-1-16.wav","UCR-MPI_exp27_ch3_2020-1-16.wav","UCR-MPI_exp27_ch4_2020-1-16.wav","0027-cam1_exp_2020-1-16_UCR-MPI","0027-cam3_exp_2020-1-16_UCR-MPI","0027-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp15_cam5_2020-1-16","UCR-MPI_exp15_cam3_2020-1-16","UCR-MPI_exp15_cam1_2020-1-16",2020-01-16,NA,10,"15","experimento","3","982126052945896","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp15_ch1_2020-1-16.wav","UCR-MPI_exp15_ch2_2020-1-16.wav","UCR-MPI_exp15_ch3_2020-1-16.wav","UCR-MPI_exp15_ch4_2020-1-16.wav","0015-cam1_exp_2020-1-16_UCR-MPI","0015-cam3_exp_2020-1-16_UCR-MPI","0015-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp27_cam5_2020-1-16","UCR-MPI_exp27_cam3_2020-1-16","UCR-MPI_exp27_cam1_2020-1-16",2020-01-16,NA,23,"27","experimento","6","982126058484300","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp27_ch1_2020-1-16.wav","UCR-MPI_exp27_ch2_2020-1-16.wav","UCR-MPI_exp27_ch3_2020-1-16.wav","UCR-MPI_exp27_ch4_2020-1-16.wav","0027-cam1_exp_2020-1-16_UCR-MPI","0027-cam3_exp_2020-1-16_UCR-MPI","0027-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp3_cam5_2020-1-15","UCR-MPI_exp3_cam3_2020-1-15","UCR-MPI_exp3_cam1_2020-1-15",2020-01-15,1899-12-31 12:05:00,1,"3","experimento","4","982126051278475","vuelo solo","no aplica",NA,"camaras con setup principal ACD, no tomamos tiempo total de vuelo, exp sin datos se elimino fila","UCR-MPI_exp3_ch1_2020-1-15.wav","UCR-MPI_exp3_ch2_2020-1-15.wav","UCR-MPI_exp3_ch3_2020-1-15.wav","UCR-MPI_exp3_ch4_2020-1-15.wav","0003-cam1_exp_2020-1-15_UCR-MPI","0003-cam3_exp_2020-1-15_UCR-MPI","0003-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp30_cam5_2020-1-17","UCR-MPI_exp30_cam3_2020-1-17","UCR-MPI_exp30_cam1_2020-1-17",2020-01-17,NA,24,"30","experimento","1","900200000279422","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp30_ch1_2020-1-17.wav","UCR-MPI_exp30_ch2_2020-1-17.wav","UCR-MPI_exp30_ch3_2020-1-17.wav","UCR-MPI_exp30_ch4_2020-1-17.wav","0030-cam1_exp_2020-1-17_UCR-MPI","0030-cam3_exp_2020-1-17_UCR-MPI","0030-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp31_cam5_2020-1-17","UCR-MPI_exp31_cam3_2020-1-17","UCR-MPI_exp31_cam1_2020-1-17",2020-01-17,NA,25,"31","experimento","1","982126051278491","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp31_ch1_2020-1-17.wav","UCR-MPI_exp31_ch2_2020-1-17.wav","UCR-MPI_exp31_ch3_2020-1-17.wav","UCR-MPI_exp31_ch4_2020-1-17.wav","0031-cam1_exp_2020-1-17_UCR-MPI","0031-cam3_exp_2020-1-17_UCR-MPI","0031-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp52_cam5_2020-1-18","UCR-MPI_exp52_cam3_2020-1-18","UCR-MPI_exp52_cam1_2020-1-18",2020-01-18,1899-12-31 02:53:00,47,"52","experimento","3","982000359237615","vuelo solo","no aplica",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp52_ch1_2020-1-18.wav","UCR-MPI_exp52_ch2_2020-1-18.wav","UCR-MPI_exp52_ch3_2020-1-18.wav","UCR-MPI_exp52_ch4_2020-1-18.wav","0052-cam1_exp_2020-1-18_UCR-MPI","0052-cam3_exp_2020-1-18_UCR-MPI","0052-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp53_cam5_2020-1-18","UCR-MPI_exp53_cam3_2020-1-18","UCR-MPI_exp53_cam1_2020-1-18",2020-01-18,1899-12-31 03:00:00,48,"53","experimento","3","982126051278529","vuelo solo","no aplica",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp53_ch1_2020-1-18.wav","UCR-MPI_exp53_ch2_2020-1-18.wav","UCR-MPI_exp53_ch3_2020-1-18.wav","UCR-MPI_exp53_ch4_2020-1-18.wav","0053-cam1_exp_2020-1-18_UCR-MPI","0053-cam3_exp_2020-1-18_UCR-MPI","0053-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp34_cam5_2020-1-17","UCR-MPI_exp34_cam3_2020-1-17","UCR-MPI_exp34_cam1_2020-1-17",2020-01-17,1899-12-31 08:44:00,28,"34","experimento","40","982126052945921","vuelo solo","no aplica",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp34_ch1_2020-1-17.wav","UCR-MPI_exp34_ch2_2020-1-17.wav","UCR-MPI_exp34_ch3_2020-1-17.wav","UCR-MPI_exp34_ch4_2020-1-17.wav","0034-cam1_exp_2020-1-17_UCR-MPI","0034-cam3_exp_2020-1-17_UCR-MPI","0034-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp55_cam5_2020-1-18","UCR-MPI_exp55_cam3_2020-1-18","UCR-MPI_exp55_cam1_2020-1-18",2020-01-18,1899-12-31 03:14:00,50,"55","experimento","3","982126051278564","vuelo solo","no aplica",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp55_ch1_2020-1-18.wav","UCR-MPI_exp55_ch2_2020-1-18.wav","UCR-MPI_exp55_ch3_2020-1-18.wav","UCR-MPI_exp55_ch4_2020-1-18.wav","0055-cam1_exp_2020-1-18_UCR-MPI","0055-cam3_exp_2020-1-18_UCR-MPI","0055-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp56_cam5_2020-1-18","UCR-MPI_exp56_cam3_2020-1-18","UCR-MPI_exp56_cam1_2020-1-18",2020-01-18,1899-12-31 03:23:00,51,"56","experimento","3","982126052945896","vuelo solo","no aplica",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp56_ch1_2020-1-18.wav","UCR-MPI_exp56_ch2_2020-1-18.wav","UCR-MPI_exp56_ch3_2020-1-18.wav","UCR-MPI_exp56_ch4_2020-1-18.wav","0056-cam1_exp_2020-1-18_UCR-MPI","0056-cam3_exp_2020-1-18_UCR-MPI","0056-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp58_cam5_2020-1-19","UCR-MPI_exp58_cam3_2020-1-19","UCR-MPI_exp58_cam1_2020-1-19",2020-01-19,1899-12-31 01:42:00,52,"58","experimento","22","982126052945893","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp58_ch1_2020-1-19.wav","UCR-MPI_exp58_ch2_2020-1-19.wav","UCR-MPI_exp58_ch3_2020-1-19.wav","UCR-MPI_exp58_ch4_2020-1-19.wav","0058-cam1_exp_2020-1-19_UCR-MPI","0058-cam3_exp_2020-1-19_UCR-MPI","0058-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp59_cam5_2020-1-19","UCR-MPI_exp59_cam3_2020-1-19","UCR-MPI_exp59_cam1_2020-1-19",2020-01-19,1899-12-31 01:57:00,53,"59","experimento","22","982126051278501","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp59_ch1_2020-1-19.wav","UCR-MPI_exp59_ch2_2020-1-19.wav","UCR-MPI_exp59_ch3_2020-1-19.wav","UCR-MPI_exp59_ch4_2020-1-19.wav","0059-cam1_exp_2020-1-19_UCR-MPI","0059-cam3_exp_2020-1-19_UCR-MPI","0059-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp6_cam5_2020-1-15","UCR-MPI_exp6_cam3_2020-1-15","UCR-MPI_exp6_cam1_2020-1-15",2020-01-15,1899-12-31 12:58:00,4,"6","experimento","4","982000359237334","vuelo solo","no aplica",1899-12-31 02:00:00,"video dura 5 min camara 3","UCR-MPI_exp6_ch1_2020-1-15.wav","UCR-MPI_exp6_ch2_2020-1-15.wav","UCR-MPI_exp6_ch3_2020-1-15.wav","UCR-MPI_exp6_ch4_2020-1-15.wav","0006-cam1_exp_2020-1-15_UCR-MPI","0006-cam3_exp_2020-1-15_UCR-MPI","0006-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp61_cam5_2020-1-19","UCR-MPI_exp61_cam3_2020-1-19","UCR-MPI_exp61_cam1_2020-1-19",2020-01-19,1899-12-31 02:03:00,54,"61","experimento","22","982126052945887","vuelo solo","no aplica",1899-12-31 02:00:00,"video 60 error tecnico","UCR-MPI_exp61_ch1_2020-1-19.wav","UCR-MPI_exp61_ch2_2020-1-19.wav","UCR-MPI_exp61_ch3_2020-1-19.wav","UCR-MPI_exp61_ch4_2020-1-19.wav","0061-cam1_exp_2020-1-19_UCR-MPI","0061-cam3_exp_2020-1-19_UCR-MPI","0061-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp62_cam5_2020-1-19","UCR-MPI_exp62_cam3_2020-1-19","UCR-MPI_exp62_cam1_2020-1-19",2020-01-19,1899-12-31 02:12:00,55,"62","experimento","22","982126058484282","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp62_ch1_2020-1-19.wav","UCR-MPI_exp62_ch2_2020-1-19.wav","UCR-MPI_exp62_ch3_2020-1-19.wav","UCR-MPI_exp62_ch4_2020-1-19.wav","0062-cam1_exp_2020-1-19_UCR-MPI","0062-cam3_exp_2020-1-19_UCR-MPI","0062-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp63_cam5_2020-1-19","UCR-MPI_exp63_cam3_2020-1-19","UCR-MPI_exp63_cam1_2020-1-19",2020-01-19,1899-12-31 02:52:00,56,"63","experimento","22","982126052945893","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp63_ch1_2020-1-19.wav","UCR-MPI_exp63_ch2_2020-1-19.wav","UCR-MPI_exp63_ch3_2020-1-19.wav","UCR-MPI_exp63_ch4_2020-1-19.wav","0063-cam1_exp_2020-1-19_UCR-MPI","0063-cam3_exp_2020-1-19_UCR-MPI","0063-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp63_cam5_2020-1-19","UCR-MPI_exp63_cam3_2020-1-19","UCR-MPI_exp63_cam1_2020-1-19",2020-01-19,1899-12-31 02:52:00,56,"63","experimento","22","982126058484282","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp63_ch1_2020-1-19.wav","UCR-MPI_exp63_ch2_2020-1-19.wav","UCR-MPI_exp63_ch3_2020-1-19.wav","UCR-MPI_exp63_ch4_2020-1-19.wav","0063-cam1_exp_2020-1-19_UCR-MPI","0063-cam3_exp_2020-1-19_UCR-MPI","0063-cam5_exp_2020-1-19_UCR-MPI",NA
NA,"UCR-MPI_exp19_cam5_2020-1-16","UCR-MPI_exp19_cam3_2020-1-16","UCR-MPI_exp19_cam1_2020-1-16",2020-01-16,NA,14,"19","experimento","6","982126058484263","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp19_ch1_2020-1-16.wav","UCR-MPI_exp19_ch2_2020-1-16.wav","UCR-MPI_exp19_ch3_2020-1-16.wav","UCR-MPI_exp19_ch4_2020-1-16.wav","0019-cam1_exp_2020-1-16_UCR-MPI","0019-cam3_exp_2020-1-16_UCR-MPI","0019-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp20_cam5_2020-1-16","UCR-MPI_exp20_cam3_2020-1-16","UCR-MPI_exp20_cam1_2020-1-16",2020-01-16,NA,15,"20","experimento","6","900200000279818","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp20_ch1_2020-1-16.wav","UCR-MPI_exp20_ch2_2020-1-16.wav","UCR-MPI_exp20_ch3_2020-1-16.wav","UCR-MPI_exp20_ch4_2020-1-16.wav","0020-cam1_exp_2020-1-16_UCR-MPI","0020-cam3_exp_2020-1-16_UCR-MPI","0020-cam5_exp_2020-1-16_UCR-MPI",NA
